%NumGrains 250
%BeamCenter 0.000000
%BeamThickness 200.000000
%GlobalPosition 0.000000
%NumPhases 1
%PhaseInfo
%	SpaceGroup:225
%	Lattice Parameter: 4.080000 4.080000 4.080000 90.000000 90.000000 90.000000
%GrainID	O11	O12	O13	O21	O22	O23	O31	O32	O33	X	Y	Z	a	b	c	alpha	beta	gamma	DiffPos	DiffOme	DiffAngle	GrainRadius	Confidence	eFab11	eFab12	eFab13	eFab21	eFab22	eFab23	eFab31	eFab32	eFab33	eKen11	eKen12	eKen13	eKen21	eKen22	eKen23	eKen31	eKen32	eKen33	RMSErrorStrain	PhaseNr	Eul0	Eul1	Eul2
1	-0.104269	-0.813851	-0.571642	-0.376661	-0.499645	0.780052	-0.920464	0.296650	-0.254448	588.287193	-630.550267	-183.686664	4.080901	4.083816	4.081782	90.063657	89.947375	89.956320	0.000000	0.000000	0.000000	300.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	-107.863271	104.740903	-36.234935	
2	0.958583	-0.278887	0.057803	0.160372	0.360804	-0.918750	0.235372	0.889968	0.390586	-239.799567	-1496.771927	-816.552642	4.082257	4.082759	4.080703	89.937629	90.011364	89.998472	0.000000	0.000000	0.000000	300.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	165.186024	67.009019	176.400021	
3	-0.308762	-0.699909	-0.644045	-0.724726	-0.265408	0.635870	-0.615986	0.663088	-0.425294	669.959693	622.070953	325.819428	4.082534	4.077080	4.078551	90.014883	90.068743	89.941280	0.000000	0.000000	0.000000	300.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	-137.108980	115.169254	-45.365938	
4	0.142512	0.523065	-0.840294	0.421380	-0.800245	-0.426670	-0.895617	-0.293277	-0.334454	-1208.760611	1112.605690	721.260803	4.081728	4.080216	4.081610	89.961356	90.030030	89.920385	0.000000	0.000000	0.000000	300.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	-71.868525	109.539314	-116.919775	
5	0.153731	-0.900656	0.406430	-0.940906	-0.007814	0.338578	-0.301767	-0.434462	-0.848634	-1013.278491	671.396635	-741.274393	4.076759	4.077307	4.083729	90.043051	89.994922	89.924498	0.000000	0.000000	0.000000	300.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	-34.782877	148.063395	50.203888	
6	-0.506192	-0.854060	-0.119800	-0.797389	0.516403	-0.312248	0.328544	-0.062530	-0.942417	-899.389898	-1445.382015	-432.958467	4.079796	4.082597	4.080714	89.952981	89.967885	90.040862	0.000000	0.000000	0.000000	300.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	79.224074	160.461435	-159.009681	
7	-0.151084	-0.085355	-0.984829	-0.949725	0.288902	0.120659	0.274220	0.953546	-0.124712	698.946189	1641.307641	-594.955184	4.080844	4.080687	4.081341	90.030853	89.925460	90.065533	0.000000	0.000000	0.000000	300.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	163.955867	97.164123	-83.015056	
8	-0.860623	0.426959	0.277551	0.295598	0.862649	-0.410437	-0.414669	-0.271188	-0.868623	168.316140	805.564405	905.844937	4.077924	4.078070	4.079487	89.955922	89.954033	89.935794	0.000000	0.000000	0.000000	300.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	-56.815889	150.299070	145.932130	
9	-0.282860	0.059753	-0.957298	-0.837325	-0.502198	0.216064	-0.467843	0.862686	0.192084	440.241932	-979.572276	250.956314	4.076267	4.083506	4.082090	90.002006	89.912014	89.961897	0.000000	0.000000	0.000000	300.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	-151.528613	78.925543	-77.281335	
10	-0.210877	0.841794	-0.496905	0.679032	-0.239521	-0.693935	-0.703169	-0.483749	-0.521095	-401.295459	741.710883	-953.544835	4.077744	4.076860	4.084061	90.080756	90.087593	89.945105	0.000000	0.000000	0.000000	300.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	-55.473770	121.405763	-144.394737	
