%NumGrains 915
%BeamCenter -9.268723
%BeamThickness 100.000000
%GlobalPosition 0.000000
%NumPhases 1
%PhaseInfo
%	SpaceGroup:225
%	Lattice Parameter: 3.600000 3.600000 3.600000 90.000000 90.000000 90.000000
%GrainID	O11	O12	O13	O21	O22	O23	O31	O32	O33	X	Y	Z	a	b	c	alpha	beta	gamma	DiffPos	DiffOme	DiffAngle	GrainRadius	Confidence	eFab11	eFab12	eFab13	eFab21	eFab22	eFab23	eFab31	eFab32	eFab33	eKen11	eKen12	eKen13	eKen21	eKen22	eKen23	eKen31	eKen32	eKen33	RMSErrorStrain	PhaseNr
25638	0.229130	-0.462834	-0.856320	0.925644	0.375760	0.044584	0.301136	-0.802863	0.514517	-202.256344	-382.518581	-46.333477	3.593752	3.595341	3.595188	89.980124	89.993757	89.999332	66.472655	0.054343	0.048866	90.191428	1.000000	-1233.851867	-195.841580	56.649307	-195.841580	-1658.146814	-73.739165	56.649307	-73.739165	-1474.577189	-1201.678315	-267.899551	119.063382	-267.899551	-1698.418417	7.730864	119.063382	7.730864	-1484.244544	543.612897	1.000000	
21966	-0.292703	-0.953154	0.076300	0.117153	0.043447	0.992163	-0.949000	0.299348	0.098948	0.024956	151.947141	-22.140537	3.594040	3.594061	3.594973	90.011117	89.981681	90.005421	78.650372	0.063766	0.054267	64.507468	1.000000	-1668.052922	71.605397	-47.564338	71.605397	-1372.059481	-151.777659	-47.564338	-151.777659	-1661.449038	-1702.045455	32.226959	-82.055299	32.226959	-1461.655350	-99.064470	-82.055299	-99.064470	-1634.359232	479.635830	1.000000	
26519	0.247943	-0.959905	-0.130794	0.327833	-0.043909	0.943715	-0.911619	-0.276866	0.303801	150.972594	-18.718693	-56.006980	3.594803	3.594521	3.594069	89.999785	89.990733	90.012965	76.944304	0.058313	0.051955	43.820784	0.814516	-1470.162750	72.398790	-88.542273	72.398790	-1572.334488	-115.612035	-88.542273	-115.612035	-1570.560246	-1413.904554	35.138174	-80.988596	35.138174	-1511.901148	-113.832163	-80.988596	-113.832163	-1645.168612	512.947541	1.000000	
24442	-0.249067	-0.959448	-0.132008	0.965569	-0.256570	0.042982	-0.075109	-0.116757	0.990316	-128.523975	-56.977722	-103.149215	3.594619	3.596024	3.593936	89.979433	90.016703	89.977716	108.354313	0.080154	0.068350	36.848295	0.898438	-1010.070526	-51.552503	-44.966315	-51.552503	-1581.733790	-199.681417	-44.966315	-199.681417	-1691.810555	-975.640361	42.053634	-70.703668	42.053634	-1440.799797	-259.116666	-70.703668	-259.116666	-1843.526483	1034.494046	1.000000	
25300	0.088037	-0.073977	-0.993366	0.889725	0.454270	0.045022	0.447926	-0.887787	0.105812	-385.567254	-80.306388	-32.605078	3.596506	3.595854	3.593862	90.015265	89.990165	90.019246	75.741915	0.049074	0.046439	59.265440	1.000000	-1728.633170	28.308118	-69.694015	28.308118	-1143.673904	176.679412	-69.694015	176.679412	-955.084870	-1768.792254	223.453945	7.916301	223.453945	-1300.183336	225.900713	7.916301	225.900713	-791.073771	697.968605	1.000000	
26707	-0.509093	0.559602	0.653965	-0.806439	-0.044591	-0.589633	-0.300799	-0.827561	0.473986	337.399518	204.810083	24.316871	3.594088	3.594304	3.595440	89.998945	89.993910	89.998410	57.742460	0.044620	0.040206	99.716790	1.000000	-1499.305767	-167.632118	66.381053	-167.632118	-1459.585939	-99.918654	66.381053	-99.918654	-1532.211020	-1464.785952	-165.101170	11.253713	-165.101170	-1571.965958	-11.829543	11.253713	-11.829543	-1587.463024	388.490911	1.000000	
28089	0.493057	-0.036905	-0.869214	0.157994	0.986285	0.047745	0.855531	-0.160871	0.492125	385.879114	-69.540480	54.023152	3.595169	3.594949	3.594982	90.008574	89.999660	89.981658	80.568155	0.058449	0.052378	59.940558	0.929688	-1394.343696	145.030217	-6.467539	145.030217	-1358.801274	103.981396	-6.467539	103.981396	-1385.726404	-1425.019527	134.385287	11.304430	134.385287	-1401.928379	-9.056143	11.304430	-9.056143	-1435.690302	593.781341	1.000000	
25960	-0.230174	-0.220740	0.947784	-0.786786	0.615375	-0.047754	-0.572701	-0.756695	-0.315319	8.319699	332.636877	63.862412	3.594820	3.594631	3.595471	90.011248	90.014819	89.989111	89.727286	0.048775	0.049746	43.480410	0.937500	-1172.088243	38.673611	89.939215	38.673611	-1554.105247	30.120870	89.939215	30.120870	-1462.123130	-1345.793006	-64.963355	-35.766998	-64.963355	-1544.735265	46.761051	-35.766998	46.761051	-1474.249081	457.408324	1.000000	
24332	0.247794	0.960313	0.128054	-0.569395	0.037419	0.821212	0.783829	-0.276405	0.556069	310.848712	-235.372392	68.339137	3.594232	3.595779	3.595019	89.973274	89.992730	90.021831	97.930842	0.061778	0.060780	48.929607	0.984375	-1231.675710	333.806530	-97.433821	333.806530	-1491.086929	32.625821	-97.433821	32.625821	-1435.899751	-1155.190197	179.720465	152.011322	179.720465	-1698.649373	-22.581958	152.011322	-22.581958	-1354.146021	1016.423825	1.000000	
21603	0.938081	0.339253	-0.070085	-0.048122	0.327970	0.943462	0.343057	-0.881671	0.323988	-392.004313	363.937620	57.972709	3.595059	3.594160	3.595056	89.985530	89.960683	90.011378	135.423999	0.060582	0.073240	34.665172	0.887097	-1515.768260	285.219347	262.691511	285.219347	-1350.059254	70.689460	262.691511	70.689460	-1502.615832	-1602.163906	275.756717	323.218738	275.756717	-1287.936579	11.940849	323.218738	11.940849	-1376.280763	578.385091	1.000000	
21343	-0.792527	-0.344298	0.503349	0.048285	0.787364	0.614594	-0.607923	0.511387	-0.607383	-118.870021	76.077802	59.014665	3.594701	3.594328	3.594739	89.999059	90.013665	89.971554	66.503408	0.051428	0.048908	72.248961	1.000000	-1254.224038	-70.815024	-50.708896	-70.815024	-1512.478458	-111.545041	-50.708896	-111.545041	-1742.358106	-1424.527473	-7.503580	-16.813097	-7.503580	-1499.561990	-114.086240	-16.813097	-114.086240	-1626.632731	399.286579	1.000000	
26076	-0.317144	0.712423	0.625997	-0.900015	-0.434185	0.038161	0.298986	-0.551305	0.778891	-284.148807	-155.100013	-87.902340	3.594001	3.595583	3.594554	89.992013	89.994177	90.001339	80.729498	0.063460	0.060100	57.040820	1.000000	-1335.908741	-172.600714	-90.711610	-172.600714	-1598.148839	45.471363	-90.711610	45.471363	-1471.950345	-1391.366154	-226.835246	-170.675793	-226.835246	-1409.568424	-37.468290	-170.675793	-37.468290	-1536.491834	388.139446	1.000000	
28847	0.987640	0.148436	-0.050335	0.035207	0.102840	0.994075	0.152733	-0.983560	0.096343	-327.113103	-248.951476	79.488083	3.595203	3.596727	3.594945	90.004843	90.027957	89.998598	55.462083	0.060435	0.047721	60.472923	1.000000	-1295.135325	-233.452644	-97.078313	-233.452644	-1424.335183	-46.865388	-97.078313	-46.865388	-926.391931	-1284.897578	-206.932849	-76.809963	-206.932849	-1513.811674	20.806221	-76.809963	20.806221	-835.573546	384.318812	1.000000	
27520	-0.513171	-0.280507	0.811154	-0.434585	0.899901	0.036260	-0.740129	-0.333908	-0.583707	-463.116663	358.036913	-94.029400	3.596967	3.594783	3.594615	89.963489	89.983089	89.993239	105.391244	0.067312	0.063150	32.170697	0.898438	-1570.799554	288.247780	196.433672	288.247780	-1364.710165	27.998007	196.433672	27.998007	-852.279764	-1678.045181	345.586212	114.150421	345.586212	-1359.601609	169.692827	114.150421	169.692827	-785.078366	618.685357	1.000000	
27819	-0.648068	-0.316746	0.692589	-0.407355	0.912553	0.036174	-0.643482	-0.258686	-0.720425	-401.763347	434.432887	20.852138	3.596490	3.593907	3.594804	89.995168	90.020900	89.996428	37.308973	0.035730	0.029577	78.627196	0.992188	-1113.755595	263.026412	184.563676	263.026412	-1588.162446	89.242060	184.563676	89.242060	-1408.961800	-1260.760070	348.391440	100.389754	348.391440	-1564.097748	127.957904	100.389754	127.957904	-1400.202048	351.258057	1.000000	
21352	0.851770	-0.268957	0.449611	0.033243	0.884190	0.465943	-0.522860	-0.381930	0.762067	403.291040	348.365062	-59.663371	3.595080	3.595349	3.594464	90.000096	90.006139	90.009028	55.037874	0.053383	0.048892	78.759580	1.000000	-1400.479555	-134.430594	-58.262270	-134.430594	-1352.284927	-37.356977	-58.262270	-37.356977	-1443.351182	-1458.557547	-162.897733	-69.547719	-162.897733	-1525.783394	-206.363032	-69.547719	-206.363032	-1376.393612	456.078710	1.000000	
23019	0.532170	0.260339	0.805617	-0.375386	0.925459	-0.051096	-0.758868	-0.275225	0.590229	34.973662	368.411609	-32.577418	3.595176	3.594345	3.595493	89.988142	90.006195	89.971628	85.807847	0.056619	0.055546	47.439472	0.859375	-1233.015834	131.868306	-17.687708	131.868306	-1721.049253	-24.253361	-17.687708	-24.253361	-1208.790518	-1430.727179	-60.759267	-94.012140	-60.759267	-1590.575261	14.368498	-94.012140	14.368498	-1094.887792	437.719905	1.000000	
22496	-0.824152	-0.383495	-0.416780	0.465325	-0.038976	-0.884282	0.322873	-0.922720	0.210572	-265.074478	134.797696	-82.797331	3.595156	3.593986	3.593884	89.991767	89.983385	89.982570	94.968825	0.063584	0.062093	37.535969	0.854839	-1236.434810	-54.254460	-10.092458	-54.254460	-1742.015753	17.713439	-10.092458	17.713439	-1736.646847	-1309.057142	-80.279003	-44.388203	-80.279003	-1859.644863	20.194814	-44.388203	20.194814	-1672.346091	595.508600	1.000000	
24693	0.227895	0.905703	0.357444	-0.964244	0.260926	-0.046372	-0.135265	-0.334096	0.932783	-204.941819	465.182629	89.951325	3.592978	3.596666	3.595935	89.988012	90.005594	89.985278	106.872775	0.044755	0.052247	30.239047	0.937500	-892.582126	146.814640	6.175290	146.814640	-1950.519488	-17.481669	6.175290	-17.481669	-1162.875744	-1033.709437	21.901900	149.175242	21.901900	-2012.879756	114.405563	149.175242	114.405563	-1260.474232	627.712800	1.000000	
23956	0.357743	0.311265	0.880417	-0.568203	0.820750	-0.059290	-0.741057	-0.479045	0.470479	-404.597605	265.644240	24.635345	3.595257	3.596422	3.594135	89.983977	90.008855	89.977369	73.550254	0.078442	0.066444	66.913189	0.968750	-1455.763248	260.604895	-257.705933	260.604895	-1303.330382	-109.748507	-257.705933	-109.748507	-1181.315734	-1627.866646	157.201368	-65.789623	157.201368	-1180.424881	-1.761990	-65.789623	-1.761990	-1201.088868	152.647012	1.000000	
24522	-0.060925	-0.994509	0.085085	0.387062	0.055033	0.920410	-0.920039	0.089009	0.381584	-92.421048	-370.345837	-24.732283	3.594842	3.596009	3.594347	89.995015	90.018802	89.999266	69.231798	0.060370	0.053119	73.312713	0.992188	-1117.949461	-66.781960	-26.877095	-66.781960	-1660.433991	72.250029	-26.877095	72.250029	-1333.449054	-991.207173	-102.004937	81.933578	-102.004937	-1587.033162	-103.642286	81.933578	-103.642286	-1411.410332	471.569058	1.000000	
28387	0.716302	-0.684324	-0.136427	0.155412	-0.034147	0.987259	-0.680264	-0.728378	0.081893	-286.345495	-459.184959	-27.756873	3.595063	3.595865	3.594573	89.991264	90.010378	90.014378	42.027699	0.043501	0.040613	98.811257	1.000000	-1114.909641	-73.218432	109.196591	-73.218432	-1535.294504	10.430443	109.196591	10.430443	-1377.303470	-1124.690940	-2.119324	108.785720	-2.119324	-1467.860400	90.631930	108.785720	90.631930	-1330.574575	247.834087	1.000000	
25539	0.125462	-0.991965	-0.016260	0.543792	0.055051	0.837412	-0.829789	-0.113906	0.546330	-385.056963	134.097189	-100.357898	3.595499	3.594355	3.595098	90.010240	90.011164	90.011305	81.564689	0.066040	0.062429	44.182830	1.000000	-1540.966238	136.182768	-74.426892	136.182768	-1432.135397	6.114137	-74.426892	6.114137	-1206.944948	-1531.420903	85.385028	-8.594783	85.385028	-1417.444454	21.419784	-8.594783	21.419784	-1170.916231	204.714101	1.000000	
21361	0.608358	-0.484095	0.628930	0.033303	0.807313	0.589184	-0.792964	-0.337489	0.507257	-59.075422	-379.182712	-101.655348	3.594230	3.594777	3.594048	90.010603	89.995962	90.018177	73.698162	0.061570	0.053372	49.386977	1.000000	-1410.719120	-160.615321	16.049886	-160.615321	-1616.270012	11.299177	16.049886	11.299177	-1679.942674	-1570.446288	-130.695890	42.610153	-130.695890	-1478.186215	-60.589985	42.610153	-60.589985	-1609.371006	470.261865	1.000000	
